q1,q2,q3,q4,q5,q6,q7
0.5021576664517408,-1.76,-1.9073625713916516,-0.5163774900705934,0.08649936622379249,2.6466618788302694,0.7879977482959104
0.5099176056418734,-1.751280733471718,-1.9044157701660598,-0.5044555379814626,0.08493139418447741,2.6517808712481066,0.7876092893926386
0.5187826591935104,-1.7341243784934515,-1.8994919331265387,-0.49292044539271973,0.08231440234484803,2.6561790732274724,0.7866522570040705
0.5254114801292854,-1.715716429035655,-1.8944453325470654,-0.48458409674743685,0.08001202758356094,2.659106388009391,0.7859680911588309
0.5306570128892074,-1.6968330779819742,-1.8896628094001027,-0.47805600204762244,0.07743468749285459,2.6611304620325233,0.7850200484307971
0.23700807106994876,-1.76,-2.2273219214894118,-0.4957221021200371,0.10897400392129684,2.665990097615764,0.7819528913553527
0.24223587393301643,-1.7436015167592496,-2.223150274116784,-0.4856709782656422,0.10651866960203404,2.667269714467884,0.7811695077018439
0.24822180994904922,-1.7226318970754215,-2.2178323174543135,-0.47615151250306237,0.10392948529566085,2.668371754975845,0.7806334767442505
0.25272863417545893,-1.70020581838807,-2.2126215942130116,-0.4689204568783802,0.10124763098077448,2.668808752610036,0.7799966077978798
0.2561790220835793,-1.6765909392087441,-2.2074409619211406,-0.46379288161139376,0.09932998037073071,2.668763790331917,0.779465150122004
-0.17773213587683148,-1.76,-2.457191372765434,-0.4841450603936631,0.1155838854547815,2.6645212908269,0.7766413357675441
-0.17451218716011332,-1.7363889329227793,-2.4525420630849766,-0.4785921512543903,0.11573741300667714,2.665863795692049,0.7763868299670603
-0.17045141356065194,-1.713129086871512,-2.447718990384229,-0.47123570491884753,0.11653451918924324,2.668502289063167,0.7763744041793751
-0.16412448350963488,-1.69184500808189,-2.4428709001178626,-0.45898552021483446,0.11775253968121563,2.674239821173347,0.7764754122460994
-0.03910648482989288,-1.76,-2.5039690865935524,-0.35597257932858517,0.21902745478394978,3.2534872040868104,0.762312179439387
-0.5897120205907735,-1.7172069359744757,-2.599730172317061,-0.46249082215273285,0.14746766727064883,2.726063732535339,0.7611744226292868
-0.590884451838584,-1.6931289387316313,-2.597127860454942,-0.4600810495932219,0.14425920756098456,2.712226249324262,0.7608803160299449
-0.5909832980061078,-1.6681505495089846,-2.5941843805357174,-0.4574959752653699,0.14109989356009234,2.701360622473791,0.7605441047325682
-0.5905299958704925,-1.6435836619004767,-2.5909761264685947,-0.4544611510297173,0.1388912361852559,2.694322713305673,0.7605931363872026
-0.5902494432784787,-1.6181573928317408,-2.5876692330395135,-0.45216151465610926,0.13653681579768487,2.6878936384367362,0.7606530663636796
-0.8963320140974353,-1.6363949293823203,-2.6585352998333507,-0.45428014967642133,0.137223061540993,2.668060921724458,0.7571975241423612
-0.8983797530922563,-1.6208554203228194,-2.6575360286288774,-0.4511490160967073,0.13539610206018934,2.6676364637383494,0.7567453889194476
-0.8980153798342342,-1.6017059830646212,-2.655549217496056,-0.4485347784979395,0.13340754018900422,2.667059515873257,0.756373846873097
-0.8974668955249605,-1.5819377205123537,-2.6534358096922754,-0.4465182473971011,0.13146299441692252,2.6664723040805436,0.7560494837072662
-0.8970343698933587,-1.5617529960211194,-2.651293353469166,-0.4449169928550098,0.12956391115094812,2.665917186493296,0.7557549717195667
0.9015659521106328,-1.742503686286363,-2.3393527976353328,-0.490321874325043,0.06821023162611292,2.664319170161039,0.7505022174517197
0.9084367063465758,-1.7237588471199439,-2.3343693216232704,-0.4796627716768516,0.06651964496879477,2.666457753980889,0.7502840277476771
